session_id,layout_id,layout_repeat,layout,seed,seat,agent,model_id,strategy_id,strategy_label,prompt_sha256,factorial_block_id,profit,ruin,win_rate,total_hands,hands_survived,session_completed,early_exit_rate,showdown_frequency
3,3,0,qwen3-1.7b > qwen3-4b > qwen3-8b > qwen3-14b,1105917280,0,qwen3-1.7b,qwen3-1.7b,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
3,3,0,qwen3-1.7b > qwen3-4b > qwen3-8b > qwen3-14b,1105917280,1,qwen3-4b,qwen3-4b,,,,,-300.0,0,0.0,1,1.0,1,0.0,0.0
3,3,0,qwen3-1.7b > qwen3-4b > qwen3-8b > qwen3-14b,1105917280,2,qwen3-8b,qwen3-8b,,,,,-300.0,0,0.0,1,1.0,1,0.0,0.0
3,3,0,qwen3-1.7b > qwen3-4b > qwen3-8b > qwen3-14b,1105917280,3,qwen3-14b,qwen3-14b,,,,,600.0,0,1.0,1,1.0,1,0.0,0.0
4,4,0,qwen3-1.7b > qwen3-8b > qwen3-14b > qwen3-4b,1830730360,0,qwen3-1.7b,qwen3-1.7b,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
4,4,0,qwen3-1.7b > qwen3-8b > qwen3-14b > qwen3-4b,1830730360,1,qwen3-8b,qwen3-8b,,,,,-1000.0,0,0.0,1,1.0,1,0.0,0.0
4,4,0,qwen3-1.7b > qwen3-8b > qwen3-14b > qwen3-4b,1830730360,2,qwen3-14b,qwen3-14b,,,,,-1000.0,0,0.0,1,1.0,1,0.0,0.0
4,4,0,qwen3-1.7b > qwen3-8b > qwen3-14b > qwen3-4b,1830730360,3,qwen3-4b,qwen3-4b,,,,,2000.0,0,1.0,1,1.0,1,0.0,0.0
5,5,0,qwen3-1.7b > qwen3-8b > qwen3-4b > qwen3-14b,1201281803,0,qwen3-1.7b,qwen3-1.7b,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
5,5,0,qwen3-1.7b > qwen3-8b > qwen3-4b > qwen3-14b,1201281803,1,qwen3-8b,qwen3-8b,,,,,-400.0,0,0.0,1,1.0,1,0.0,0.0
5,5,0,qwen3-1.7b > qwen3-8b > qwen3-4b > qwen3-14b,1201281803,2,qwen3-4b,qwen3-4b,,,,,-400.0,0,0.0,1,1.0,1,0.0,0.0
5,5,0,qwen3-1.7b > qwen3-8b > qwen3-4b > qwen3-14b,1201281803,3,qwen3-14b,qwen3-14b,,,,,800.0,0,1.0,1,1.0,1,0.0,0.0
6,6,0,qwen3-14b > qwen3-1.7b > qwen3-4b > qwen3-8b,649026373,0,qwen3-14b,qwen3-14b,,,,,-4400.0,0,0.0,1,1.0,1,0.0,0.0
6,6,0,qwen3-14b > qwen3-1.7b > qwen3-4b > qwen3-8b,649026373,1,qwen3-1.7b,qwen3-1.7b,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
6,6,0,qwen3-14b > qwen3-1.7b > qwen3-4b > qwen3-8b,649026373,2,qwen3-4b,qwen3-4b,,,,,8800.0,0,1.0,1,1.0,1,0.0,0.0
6,6,0,qwen3-14b > qwen3-1.7b > qwen3-4b > qwen3-8b,649026373,3,qwen3-8b,qwen3-8b,,,,,-4400.0,0,0.0,1,1.0,1,0.0,0.0
7,7,0,qwen3-14b > qwen3-1.7b > qwen3-8b > qwen3-4b,612485127,0,qwen3-14b,qwen3-14b,,,,,-1200.0,0,0.0,1,1.0,1,0.0,0.0
7,7,0,qwen3-14b > qwen3-1.7b > qwen3-8b > qwen3-4b,612485127,1,qwen3-1.7b,qwen3-1.7b,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
7,7,0,qwen3-14b > qwen3-1.7b > qwen3-8b > qwen3-4b,612485127,2,qwen3-8b,qwen3-8b,,,,,1800.0,0,1.0,1,1.0,1,0.0,0.0
7,7,0,qwen3-14b > qwen3-1.7b > qwen3-8b > qwen3-4b,612485127,3,qwen3-4b,qwen3-4b,,,,,-600.0,0,0.0,1,1.0,1,0.0,0.0
8,8,0,qwen3-14b > qwen3-4b > qwen3-1.7b > qwen3-8b,1516578413,0,qwen3-14b,qwen3-14b,,,,,1200.0,0,1.0,1,1.0,1,0.0,0.0
8,8,0,qwen3-14b > qwen3-4b > qwen3-1.7b > qwen3-8b,1516578413,1,qwen3-4b,qwen3-4b,,,,,-600.0,0,0.0,1,1.0,1,0.0,0.0
8,8,0,qwen3-14b > qwen3-4b > qwen3-1.7b > qwen3-8b,1516578413,2,qwen3-1.7b,qwen3-1.7b,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
8,8,0,qwen3-14b > qwen3-4b > qwen3-1.7b > qwen3-8b,1516578413,3,qwen3-8b,qwen3-8b,,,,,-600.0,0,0.0,1,1.0,1,0.0,0.0
9,9,0,qwen3-14b > qwen3-4b > qwen3-8b > qwen3-1.7b,1839703787,0,qwen3-14b,qwen3-14b,,,,,1200.0,0,1.0,1,1.0,1,0.0,0.0
9,9,0,qwen3-14b > qwen3-4b > qwen3-8b > qwen3-1.7b,1839703787,1,qwen3-4b,qwen3-4b,,,,,-600.0,0,0.0,1,1.0,1,0.0,0.0
9,9,0,qwen3-14b > qwen3-4b > qwen3-8b > qwen3-1.7b,1839703787,2,qwen3-8b,qwen3-8b,,,,,-600.0,0,0.0,1,1.0,1,0.0,0.0
9,9,0,qwen3-14b > qwen3-4b > qwen3-8b > qwen3-1.7b,1839703787,3,qwen3-1.7b,qwen3-1.7b,,,,,0.0,0,0.0,1,1.0,1,0.0,0.0
10,10,0,qwen3-14b > qwen3-8b > qwen3-1.7b > qwen3-4b,1464405686,0,qwen3-14b,qwen3-14b,,,,,-600.0,0,0.0,1,1.0,1,0.0,0.0
10,10,0,qwen3-14b > qwen3-8b > qwen3-1.7b > qwen3-4b,1464405686,1,qwen3-8b,qwen3-8b,,,,,900.0,0,1.0,1,1.0,1,0.0,0.0
10,10,0,qwen3-14b > qwen3-8b > qwen3-1.7b > qwen3-4b,1464405686,2,qwen3-1.7b,qwen3-1.7b,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
10,10,0,qwen3-14b > qwen3-8b > qwen3-1.7b > qwen3-4b,1464405686,3,qwen3-4b,qwen3-4b,,,,,-300.0,0,0.0,1,1.0,1,0.0,0.0
11,11,0,qwen3-14b > qwen3-8b > qwen3-4b > qwen3-1.7b,482262160,0,qwen3-14b,qwen3-14b,,,,,-301.0,0,0.0,1,1.0,1,0.0,0.0
11,11,0,qwen3-14b > qwen3-8b > qwen3-4b > qwen3-1.7b,482262160,1,qwen3-8b,qwen3-8b,,,,,899.0,0,1.0,1,1.0,1,0.0,0.0
11,11,0,qwen3-14b > qwen3-8b > qwen3-4b > qwen3-1.7b,482262160,2,qwen3-4b,qwen3-4b,,,,,-601.0,0,0.0,1,1.0,1,0.0,0.0
11,11,0,qwen3-14b > qwen3-8b > qwen3-4b > qwen3-1.7b,482262160,3,qwen3-1.7b,qwen3-1.7b,,,,,3.0,0,0.0,1,1.0,1,0.0,0.0
12,12,0,qwen3-4b > qwen3-1.7b > qwen3-14b > qwen3-8b,1632722486,0,qwen3-4b,qwen3-4b,,,,,0.0,0,0.0,1,1.0,1,0.0,0.0
12,12,0,qwen3-4b > qwen3-1.7b > qwen3-14b > qwen3-8b,1632722486,1,qwen3-1.7b,qwen3-1.7b,,,,,-300.0,0,0.0,1,1.0,1,0.0,0.0
12,12,0,qwen3-4b > qwen3-1.7b > qwen3-14b > qwen3-8b,1632722486,2,qwen3-14b,qwen3-14b,,,,,900.0,0,1.0,1,1.0,1,0.0,0.0
12,12,0,qwen3-4b > qwen3-1.7b > qwen3-14b > qwen3-8b,1632722486,3,qwen3-8b,qwen3-8b,,,,,-600.0,0,0.0,1,1.0,1,0.0,0.0
13,13,0,qwen3-4b > qwen3-1.7b > qwen3-8b > qwen3-14b,1199859606,0,qwen3-4b,qwen3-4b,,,,,1800.0,0,1.0,1,1.0,1,0.0,0.0
13,13,0,qwen3-4b > qwen3-1.7b > qwen3-8b > qwen3-14b,1199859606,1,qwen3-1.7b,qwen3-1.7b,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
13,13,0,qwen3-4b > qwen3-1.7b > qwen3-8b > qwen3-14b,1199859606,2,qwen3-8b,qwen3-8b,,,,,-900.0,0,0.0,1,1.0,1,0.0,0.0
13,13,0,qwen3-4b > qwen3-1.7b > qwen3-8b > qwen3-14b,1199859606,3,qwen3-14b,qwen3-14b,,,,,-900.0,0,0.0,1,1.0,1,0.0,0.0
14,14,0,qwen3-4b > qwen3-14b > qwen3-1.7b > qwen3-8b,2026918551,0,qwen3-4b,qwen3-4b,,,,,-801.0,0,0.0,1,1.0,1,0.0,0.0
14,14,0,qwen3-4b > qwen3-14b > qwen3-1.7b > qwen3-8b,2026918551,1,qwen3-14b,qwen3-14b,,,,,3.0,0,0.0,1,1.0,1,0.0,0.0
14,14,0,qwen3-4b > qwen3-14b > qwen3-1.7b > qwen3-8b,2026918551,2,qwen3-1.7b,qwen3-1.7b,,,,,1599.0,0,1.0,1,1.0,1,0.0,0.0
14,14,0,qwen3-4b > qwen3-14b > qwen3-1.7b > qwen3-8b,2026918551,3,qwen3-8b,qwen3-8b,,,,,-801.0,0,0.0,1,1.0,1,0.0,0.0
15,15,0,qwen3-4b > qwen3-14b > qwen3-8b > qwen3-1.7b,2019698756,0,qwen3-4b,qwen3-4b,,,,,1198.0,0,1.0,1,1.0,1,0.0,0.0
15,15,0,qwen3-4b > qwen3-14b > qwen3-8b > qwen3-1.7b,2019698756,1,qwen3-14b,qwen3-14b,,,,,-602.0,0,0.0,1,1.0,1,0.0,0.0
15,15,0,qwen3-4b > qwen3-14b > qwen3-8b > qwen3-1.7b,2019698756,2,qwen3-8b,qwen3-8b,,,,,6.0,0,0.0,1,1.0,1,0.0,0.0
15,15,0,qwen3-4b > qwen3-14b > qwen3-8b > qwen3-1.7b,2019698756,3,qwen3-1.7b,qwen3-1.7b,,,,,-602.0,0,0.0,1,1.0,1,0.0,0.0
16,16,0,qwen3-4b > qwen3-8b > qwen3-1.7b > qwen3-14b,277450090,0,qwen3-4b,qwen3-4b,,,,,1200.0,0,1.0,1,1.0,1,0.0,0.0
16,16,0,qwen3-4b > qwen3-8b > qwen3-1.7b > qwen3-14b,277450090,1,qwen3-8b,qwen3-8b,,,,,-600.0,0,0.0,1,1.0,1,0.0,0.0
16,16,0,qwen3-4b > qwen3-8b > qwen3-1.7b > qwen3-14b,277450090,2,qwen3-1.7b,qwen3-1.7b,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
16,16,0,qwen3-4b > qwen3-8b > qwen3-1.7b > qwen3-14b,277450090,3,qwen3-14b,qwen3-14b,,,,,-600.0,0,0.0,1,1.0,1,0.0,0.0
17,17,0,qwen3-4b > qwen3-8b > qwen3-14b > qwen3-1.7b,452339020,0,qwen3-4b,qwen3-4b,,,,,-1000.0,0,0.0,1,1.0,1,0.0,0.0
17,17,0,qwen3-4b > qwen3-8b > qwen3-14b > qwen3-1.7b,452339020,1,qwen3-8b,qwen3-8b,,,,,-1000.0,0,0.0,1,1.0,1,0.0,0.0
17,17,0,qwen3-4b > qwen3-8b > qwen3-14b > qwen3-1.7b,452339020,2,qwen3-14b,qwen3-14b,,,,,2000.0,0,1.0,1,1.0,1,0.0,0.0
17,17,0,qwen3-4b > qwen3-8b > qwen3-14b > qwen3-1.7b,452339020,3,qwen3-1.7b,qwen3-1.7b,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
18,18,0,qwen3-8b > qwen3-1.7b > qwen3-14b > qwen3-4b,667181297,0,qwen3-8b,qwen3-8b,,,,,-2400.0,0,0.0,1,1.0,1,0.0,0.0
18,18,0,qwen3-8b > qwen3-1.7b > qwen3-14b > qwen3-4b,667181297,1,qwen3-1.7b,qwen3-1.7b,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
18,18,0,qwen3-8b > qwen3-1.7b > qwen3-14b > qwen3-4b,667181297,2,qwen3-14b,qwen3-14b,,,,,3600.0,0,1.0,1,1.0,1,0.0,0.0
18,18,0,qwen3-8b > qwen3-1.7b > qwen3-14b > qwen3-4b,667181297,3,qwen3-4b,qwen3-4b,,,,,-1200.0,0,0.0,1,1.0,1,0.0,0.0
19,19,0,qwen3-8b > qwen3-1.7b > qwen3-4b > qwen3-14b,1194030663,0,qwen3-8b,qwen3-8b,,,,,1000.0,0,1.0,1,1.0,1,0.0,0.0
19,19,0,qwen3-8b > qwen3-1.7b > qwen3-4b > qwen3-14b,1194030663,1,qwen3-1.7b,qwen3-1.7b,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
19,19,0,qwen3-8b > qwen3-1.7b > qwen3-4b > qwen3-14b,1194030663,2,qwen3-4b,qwen3-4b,,,,,-500.0,0,0.0,1,1.0,1,0.0,0.0
19,19,0,qwen3-8b > qwen3-1.7b > qwen3-4b > qwen3-14b,1194030663,3,qwen3-14b,qwen3-14b,,,,,-500.0,0,0.0,1,1.0,1,0.0,0.0
20,20,0,qwen3-8b > qwen3-14b > qwen3-1.7b > qwen3-4b,524603809,0,qwen3-8b,qwen3-8b,,,,,-400.0,0,0.0,1,1.0,1,0.0,0.0
20,20,0,qwen3-8b > qwen3-14b > qwen3-1.7b > qwen3-4b,524603809,1,qwen3-14b,qwen3-14b,,,,,1200.0,0,1.0,1,1.0,1,0.0,0.0
20,20,0,qwen3-8b > qwen3-14b > qwen3-1.7b > qwen3-4b,524603809,2,qwen3-1.7b,qwen3-1.7b,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
20,20,0,qwen3-8b > qwen3-14b > qwen3-1.7b > qwen3-4b,524603809,3,qwen3-4b,qwen3-4b,,,,,-800.0,0,0.0,1,1.0,1,0.0,0.0
21,21,0,qwen3-8b > qwen3-14b > qwen3-4b > qwen3-1.7b,442924854,0,qwen3-8b,qwen3-8b,,,,,-1802.0,0,0.0,1,1.0,1,0.0,0.0
21,21,0,qwen3-8b > qwen3-14b > qwen3-4b > qwen3-1.7b,442924854,1,qwen3-14b,qwen3-14b,,,,,-1802.0,0,0.0,1,1.0,1,0.0,0.0
21,21,0,qwen3-8b > qwen3-14b > qwen3-4b > qwen3-1.7b,442924854,2,qwen3-4b,qwen3-4b,,,,,6.0,0,0.0,1,1.0,1,0.0,0.0
21,21,0,qwen3-8b > qwen3-14b > qwen3-4b > qwen3-1.7b,442924854,3,qwen3-1.7b,qwen3-1.7b,,,,,3598.0,0,1.0,1,1.0,1,0.0,0.0
22,22,0,qwen3-8b > qwen3-4b > qwen3-1.7b > qwen3-14b,859726443,0,qwen3-8b,qwen3-8b,,,,,-400.0,0,0.0,1,1.0,1,0.0,0.0
22,22,0,qwen3-8b > qwen3-4b > qwen3-1.7b > qwen3-14b,859726443,1,qwen3-4b,qwen3-4b,,,,,0.0,0,0.0,1,1.0,1,0.0,0.0
22,22,0,qwen3-8b > qwen3-4b > qwen3-1.7b > qwen3-14b,859726443,2,qwen3-1.7b,qwen3-1.7b,,,,,-800.0,0,0.0,1,1.0,1,0.0,0.0
22,22,0,qwen3-8b > qwen3-4b > qwen3-1.7b > qwen3-14b,859726443,3,qwen3-14b,qwen3-14b,,,,,1200.0,0,1.0,1,1.0,1,0.0,0.0
23,23,0,qwen3-8b > qwen3-4b > qwen3-14b > qwen3-1.7b,1673638730,0,qwen3-8b,qwen3-8b,,,,,2100.0,0,1.0,1,1.0,1,0.0,0.0
23,23,0,qwen3-8b > qwen3-4b > qwen3-14b > qwen3-1.7b,1673638730,1,qwen3-4b,qwen3-4b,,,,,-700.0,0,0.0,1,1.0,1,0.0,0.0
23,23,0,qwen3-8b > qwen3-4b > qwen3-14b > qwen3-1.7b,1673638730,2,qwen3-14b,qwen3-14b,,,,,-1400.0,0,0.0,1,1.0,1,0.0,0.0
23,23,0,qwen3-8b > qwen3-4b > qwen3-14b > qwen3-1.7b,1673638730,3,qwen3-1.7b,qwen3-1.7b,,,,,0.0,0,0.0,1,1.0,1,0.0,0.0
